Entité financire programme;Nature AP/EPCP;Type mouvement;Section;Nomenclature comptable;Code chapitre;Libellé chapitre;Code article;Libellé article;Code présentation croisée;Libellé présentation croisée;Chapitre par nature;Libellé par nature;Mt CP Voté BP;Mt CP ICNE BP
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6257;Réceptions;024;Ftes et cérémonies;011;Ch.  caract. gén.;10226;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;61558;Entretien et réparations des autres biens mobiliers;415;Manifestations sportives;011;Ch.  caract. gén.;5000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;65;Autres charges de gestion courante;651;Redevances pour concessions, brevets, licences, procédés, logiciels, droits et valeurs similaires;414;Autres équipements sportifs ou de loisir;65;Autres ch d'activité;9600;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;70;Produits des services, du domaine et ventes diverses;70631;Redevances et droits des services  caractre sportif;412;Stades;70;Prod. des services;165600;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;60631;Fournitures d'entretien;412;Stades;011;Ch.  caract. gén.;128880;0
Budget principal VT;Dépense;Réel;Investissement;M14V;20;Immobilisations incorporelles;2031;Frais d'études;020;Administration générale de la collectivité;20;Immob. incorporelles;201999;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6068;Autres matires et fournitures;411;Salles de sports, gymnases;011;Ch.  caract. gén.;700;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6284;Redevances pour services rendus;01;Opérations non ventilables;011;Ch.  caract. gén.;5500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;63512;Taxes foncires;01;Opérations non ventilables;011;Ch.  caract. gén.;1875000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6236;Catalogues et imprimés;510;Services communs;011;Ch.  caract. gén.;19000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;213;Classes regroupées;012;Ch.de pers., frais ass.;187924;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6257;Réceptions;824;Autres opérations d'aménagement urbain;011;Ch.  caract. gén.;3200;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;20;Services communs;012;Ch.de pers., frais ass.;18657;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;60622;Carburants;831;Aménagement des eaux;011;Ch.  caract. gén.;21000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;323;Archives;21;Immob. corporelles;6000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2184;Mobilier;323;Archives;21;Immob. corporelles;5000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6247;Transports collectifs;313;Théâtres;011;Ch.  caract. gén.;1000;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;311;Expression musicale, lyrique et chorégraphique;74;Dotations, subv.;210000;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;75;Autres produits de gestion courante;752;Revenus des immeubles;311;Expression musicale, lyrique et chorégraphique;75;Autres prod. d'activité;22000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;60611;Eau et assainissement;026;Cimetires et pompes funbres;011;Ch.  caract. gén.;7000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;67;Charges exceptionnelles;6745;Subventions de fonctionnement exceptionnelles aux personnes de droit privé;824;Autres opérations d'aménagement urbain;67;Ch. execpt.;2000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;60632;Fournitures de petit équipement;823;Espaces verts urbains;011;Ch.  caract. gén.;232700;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6281;Concours divers (cotisations..);422;Autres activités pour les jeunes;011;Ch.  caract. gén.;9800;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6068;Autres matires et fournitures;322;Musées;011;Ch.  caract. gén.;34300;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6068;Autres matires et fournitures;321;Bibliothques et médiathques;011;Ch.  caract. gén.;133000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;611;Contrats de prestations de services;523;Actions en faveur des personnes en difficulté;011;Ch.  caract. gén.;50000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;204;Subventions d'équipement versées;2041581;Subventions d'équipement versées - Autres groupements - Biens mobiliers, matériel et études;322;Musées;204;;148250;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;65;Autres charges de gestion courante;6574;Subventions de fonctionnement aux associations et autres personnes droit privé;824;Autres opérations d'aménagement urbain;65;Autres ch d'activité;118000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6135;Locations mobilires;421;Centres de loisirs;011;Ch.  caract. gén.;5088;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6248;Divers;421;Centres de loisirs;011;Ch.  caract. gén.;500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;617;Etudes et reherches;422;Autres activités pour les jeunes;011;Ch.  caract. gén.;11452;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2162;Fonds anciens des bibliothques et musées;321;Bibliothques et médiathques;21;Immob. corporelles;65800;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;321;Bibliothques et médiathques;012;Ch.de pers., frais ass.;2850008;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;70;Produits des services, du domaine et ventes diverses;7066;Redevances et droits des services  caractre social;524;Autres services;70;Prod. des services;2000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;114;Autres services de protection civile;012;Ch.de pers., frais ass.;6621;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;820;Services communs;012;Ch.de pers., frais ass.;1166208;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;213;Classes regroupées;012;Ch.de pers., frais ass.;45950;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;323;Archives;012;Ch.de pers., frais ass.;7350;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;423;Colonies de vacances;012;Ch.de pers., frais ass.;1291;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6451;Cotisations  l' U.R.S.S.A.F.;90;Interventions économiques;012;Ch.de pers., frais ass.;6230;0
Budget principal VT;Recette;Réel;Investissement;M14V;27;Autres immobilisations financires;274;Prts;01;Opérations non ventilables;27;Autres immob. fin.;1772400;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;421;Centres de loisirs;012;Ch.de pers., frais ass.;1969661;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;61558;Entretien et réparations des autres biens mobiliers;520;Services communs;011;Ch.  caract. gén.;5000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6182;Documentation générale et technique;40;Services communs;011;Ch.  caract. gén.;500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;65;Autres charges de gestion courante;657358;Subventions de fonctionnement versées - Autres groupements;40;Services communs;65;Autres ch d'activité;137207;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64116;Indemnités de préavis et de licenciement;020;Administration générale de la collectivité;012;Ch.de pers., frais ass.;2350;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;112;Police municipale;012;Ch.de pers., frais ass.;3152914;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;614;Charges locatives et de copropriété;824;Autres opérations d'aménagement urbain;011;Ch.  caract. gén.;120000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6068;Autres matires et fournitures;412;Stades;011;Ch.  caract. gén.;18160;0
Budget principal VT;Dépense;Réel;Investissement;M14V;23;Immobilisations en cours;2315;Installations, matériel et outillage techniques en cours;412;Stades;23;Travaux en cours;0;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2184;Mobilier;33;Action culturelle;21;Immob. corporelles;21250;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;60636;Vtements de travail;510;Services communs;011;Ch.  caract. gén.;4000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;61558;Entretien et réparations des autres biens mobiliers;510;Services communs;011;Ch.  caract. gén.;4000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6156;Maintenance;510;Services communs;011;Ch.  caract. gén.;36000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6331;Versement de transport;422;Autres activités pour les jeunes;012;Ch.de pers., frais ass.;153051;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;01;Opérations non ventilables;012;Ch.de pers., frais ass.;389991;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6331;Versement de transport;822;Voirie communale et routes;012;Ch.de pers., frais ass.;24958;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;65;Autres charges de gestion courante;65731;Subventions de fonctionnement  l'état;831;Aménagement des eaux;65;Autres ch d'activité;15000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;21538;Autres réseaux;821;Equipements de voirie;21;Immob. corporelles;80000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6236;Catalogues et imprimés;33;Action culturelle;011;Ch.  caract. gén.;151660;0
Budget principal VT;Dépense;Réel;Investissement;M14V;20;Immobilisations incorporelles;2031;Frais d'études;824;Autres opérations d'aménagement urbain;20;Immob. incorporelles;95722;0
Budget principal VT;Dépense;Réel;Investissement;M14V;20;Immobilisations incorporelles;2031;Frais d'études;313;Théâtres;20;Immob. incorporelles;0;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6281;Concours divers (cotisations..);114;Autres services de protection civile;011;Ch.  caract. gén.;5000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;611;Contrats de prestations de services;61;Services en faveur des personnes agées;011;Ch.  caract. gén.;228900;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;61;Services en faveur des personnes agées;21;Immob. corporelles;419250;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6232;Ftes et cérémonies;822;Voirie communale et routes;011;Ch.  caract. gén.;500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;61558;Entretien et réparations des autres biens mobiliers;822;Voirie communale et routes;011;Ch.  caract. gén.;3000;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2111;Terrains nus;824;Autres opérations d'aménagement urbain;21;Immob. corporelles;3329080;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;74835;Etat - Compensation au titre des exonérations de taxe d'habitation;01;Opérations non ventilables;74;Dotations, subv.;9599000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges  caractre général;6247;Transports collectifs;421;Centres de loisirs;011;Ch.  caract. gén.;369686;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6218;Autre personnel extérieur;022;Administration générale de l'Etat;012;Ch.de pers., frais ass.;400000;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;321;Bibliothques et médiathques;74;Dotations, subv.;37000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6458;Cotisations aux autres organismes sociaux;321;Bibliothques et médiathques;012;Ch.de pers., frais ass.;7500;0
