Entité financière programme;Nomenclature;Nature AP/EPCP;Type mouvement;Section;Code chapitre;Libellé chapitre;Code article;Libellé article;Code fonction;Libellé fonction;Mt Voté BP
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6247;Transports collectifs;61;Services en faveur des personnes agées;459500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6237;Publications;020;Administration générale de la collectivité;4000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6238;Divers;020;Administration générale de la collectivité;18231
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6236;Catalogues et imprimés;72;Aide au secteur locatif;10000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6247;Transports collectifs;415;Manifestations sportives;425000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6247;Transports collectifs;33;Action culturelle;36000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6238;Divers;40;Services communs;45000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6238;Divers;322;Musées;71058
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;114;Autres services de protection civile;3497
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;523;Actions en faveur des personnes en difficulté;1174
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;022;Administration générale de l'Etat;9514
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;824;Autres opérations d'aménagement urbain;89192
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;422;Autres activités pour les jeunes;156156
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;112;Police municipale;28501
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;110;Services communs;3789
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;90;Interventions économiques;318
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;510;Services communs;40960
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6331;Versement de transport;40;Services communs;290132
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;321;Bibliothèques et médiathèques;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;822;Voirie communale et routes;3000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;64;Crèches et garderies;39610
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;324;Entretien du partrimoine culturel;120000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;510;Services communs;7000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;520;Services communs;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;40;Services communs;46100
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;323;Archives;500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;64;Crèches et garderies;30000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6156;Maintenance;213;Classes regroupées;98000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;90;Interventions économiques;80
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;823;Espaces verts urbains;49993
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;820;Services communs;20286
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6236;Catalogues et imprimés;255;Classes de découverte et autres services annexes de l'enseignement;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6228;Divers;521;Services à caractère social pour handicapés et inadaptés;10000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6231;Annonces et insertions;816;Autres réseaux et services divers;15000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6236;Catalogues et imprimés;321;Bibliothèques et médiathèques;7500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6228;Divers;824;Autres opérations d'aménagement urbain;144677
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6228;Divers;411;Salles de sports, gymnases;2500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6236;Catalogues et imprimés;322;Musées;334050
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6226;Honoraires;820;Services communs;88510
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6228;Divers;40;Services communs;157000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6228;Divers;313;Théâtres;1500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;611;Contrats de prestations de services;020;Administration générale de la collectivité;1576434
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;048;Autres actions de coopération décentralisée;4500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;422;Autres activités pour les jeunes;63990
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;321;Bibliothèques et médiathèques;182645
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;823;Espaces verts urbains;338000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;520;Services communs;19600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;60;Services communs;8060
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60633;Fournitures de voirie;823;Espaces verts urbains;24700
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6068;Autres matières et fournitures;412;Stades;21000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6078;Autres marchandises;322;Musées;282000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;020;Administration générale de la collectivité;64750
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60631;Fournitures d'entretien;020;Administration générale de la collectivité;416500
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;411;Salles de sports, gymnases;5200
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60631;Fournitures d'entretien;411;Salles de sports, gymnases;85340
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;520;Services communs;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60628;Autres fournitures non stockées;40;Services communs;5000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;422;Autres activités pour les jeunes;69815
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60632;Fournitures de petit équipement;413;Piscines;16200
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60623;Alimentation;423;Colonies de vacances;212700
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;60631;Fournitures d'entretien;322;Musées;21711
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;255;Classes de découverte et autres services annexes de l'enseignement;5242
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;511;Dispensaires et autrs établissements sanitaires;574
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;415;Manifestations sportives;86
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;213;Classes regroupées;16982
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;421;Centres de loisirs;6886
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;520;Services communs;15875
Budget principal VT;M14;Dépense;Réel;Fonctionnement;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;212;Ecoles primaires;56880
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6255;Frais de déménagement;020;Administration générale de la collectivité;624000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6251;Voyages et déplacements;824;Autres opérations d'aménagement urbain;2000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6247;Transports collectifs;824;Autres opérations d'aménagement urbain;22000
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6251;Voyages et déplacements;422;Autres activités pour les jeunes;1600
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6251;Voyages et déplacements;421;Centres de loisirs;50
Budget principal VT;M14;Dépense;Réel;Fonctionnement;011;Charges à caractère général;6248;Divers;422;Autres activités pour les jeunes;8650
