Entité financière programme;Nature AP/EPCP;Type mouvement;Section;Nomenclature comptable;Code chapitre;Libellé chapitre;Code article;Libellé article;Code présentation croisée;Libellé présentation croisée;Chapitre par nature;Libellé par nature;Mt CP Voté BP;Mt CP ICNE BP
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;822;Voirie communale et routes;012;Ch.de pers., frais ass.;463645;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64131;Personnel non titulaire - Rémunérations;022;Administration générale de l'Etat;012;Ch.de pers., frais ass.;569446;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;30;Services communs;012;Ch.de pers., frais ass.;13563;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6331;Versement de transport;823;Espaces verts urbains;012;Ch.de pers., frais ass.;189262;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6451;Cotisations à l' U.R.S.S.A.F.;520;Services communs;012;Ch.de pers., frais ass.;398870;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;321;Bibliothèques et médiathèques;012;Ch.de pers., frais ass.;130270;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;322;Musées;012;Ch.de pers., frais ass.;139957;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;422;Autres activités pour les jeunes;012;Ch.de pers., frais ass.;105863;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6135;Locations mobilières;524;Autres services;011;Ch. à caract. gén.;7000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;014;Atténuations de produits;73925;FONDS DE PEREQUATION DES RECETTES FISCALES COMMUNALES;01;Opérations non ventilables;014;Atténuation de prod;1812337;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;30;Services communs;012;Ch.de pers., frais ass.;4971;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;65;Autres charges de gestion courante;658;Charges diverses de la gestion courante;251;Hébergement et restauration scolaire;65;Autres ch d'activité;215000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;211;Ecoles maternelles;012;Ch.de pers., frais ass.;23930122;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;33;Action culturelle;012;Ch.de pers., frais ass.;239060;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6453;Cotisations aux caisses de retraites;520;Services communs;012;Ch.de pers., frais ass.;690906;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;70;Produits des services, du domaine et ventes diverses;70846;Autres produits - au GFP de rattachement;020;Administration générale de la collectivité;70;Prod. des services;6125762;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2184;Mobilier;64;Crèches et garderies;21;Immob. corporelles;173600;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;67;Charges exceptionnelles;673;Titres annulés (sur exercices antérieurs);313;Théâtres;67;Ch. execpt.;1000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6231;Annonces et insertions;33;Action culturelle;011;Ch. à caract. gén.;127500;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;74718;Autres participations de l'Etat;323;Archives;74;Dotations, subv.;25000;0
Budget principal VT;Recette;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;280422;Amortissement des subventions d'équipement versées aux personnes de droit privé - Bâtiments et installations (O);01;Opération non ventilable;28;Amort. des immobilisations;3192369;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;611;Contrats de prestations de services;820;Services communs;011;Ch. à caract. gén.;3650;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60611;Eau et assainissement;831;Aménagement des eaux;011;Ch. à caract. gén.;2000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60632;Fournitures de petit équipement;33;Action culturelle;011;Ch. à caract. gén.;1000;0
Théâtre Orchestre du Capitole;Recette;Réel;Fonctionnement;M14;77;Produits exceptionnels;7788;Produits exceptionnels divers;313;Théâtres;77;Prod. exceptionnels;400000;0
Budget principal VT;Recette;Réel;Investissement;M14V;13;Subventions d'investissement (reçues);1321;Subventions d'équipement non transférables - Etat et établissements nationaux;412;Stades;13;Subventions;400000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60632;Fournitures de petit équipement;411;Salles de sports, gymnases;011;Ch. à caract. gén.;5200;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;311;Expression musicale, lyrique et chorégraphique;012;Ch.de pers., frais ass.;59029;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;110;Services communs;012;Ch.de pers., frais ass.;42907;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60621;Combustibles;020;Administration générale de la collectivité;011;Ch. à caract. gén.;180000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64162;Emplois d'avenir;823;Espaces verts urbains;012;Ch.de pers., frais ass.;143054;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;656;Frais de fonctionnement des groupes d'élus;6561;Frais de personnel;01;Opération non ventilable;656;Frais fonc. groupe d'élus;454500;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;66;Charges financières;66112;Intérêts - Rattachement des ICNE;01;Opérations non ventilables;66;Charges fin.;0;283000
Budget principal VT;Dépense;Ordre;Fonctionnement;M14V;042;Opérations d'ordre de transfert entre sections;675;Valeurs comptables des immobilisations financières cédées;01;Opération non ventilable;042;;0;0
Budget principal VT;Recette;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;2115;Terrains bâtis (O);01;Opération non ventilable;040;;0;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;74123;Dotation de solidarité urbaine;01;Opération non ventilable;74;Dotations, subv.;5253642;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;90;Interventions économiques;012;Ch.de pers., frais ass.;344;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64112;NBI, supplément famillial de traitement et indemnité de résidence;822;Voirie communale et routes;012;Ch.de pers., frais ass.;33392;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;746;Dotation générale de décentralisation;510;Services communs;74;Dotations, subv.;2000000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60631;Fournitures d'entretien;415;Manifestations sportives;011;Ch. à caract. gén.;400;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60631;Fournitures d'entretien;414;Autres équipements sportifs ou de loisir;011;Ch. à caract. gén.;4600;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;110;Services communs;012;Ch.de pers., frais ass.;704078;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64111;Personnel titulaire - Rémunération principale;112;Police municipale;012;Ch.de pers., frais ass.;5654170;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;413;Piscines;011;Ch. à caract. gén.;9000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;022;Administration générale de l'Etat;012;Ch.de pers., frais ass.;593009;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;110;Services communs;012;Ch.de pers., frais ass.;342542;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6332;Cotisations versées au F.N.A.L.;822;Voirie communale et routes;012;Ch.de pers., frais ass.;6354;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6288;Autres services extérieurs;524;Autres services;011;Ch. à caract. gén.;2800;0
Budget principal VT;Dépense;Réel;Investissement;M14V;21;Immobilisations corporelles;2135;Installations générales, agencements, aménagements des constructions;71;Parc privé de la ville;21;Immob. corporelles;100000;0
Pompes Funèbres;Dépense;Réel;Fonctionnement;M4x;012;Charges de personnel et frais assimilés;6414;Rémunérations du personnel - Indemnités et avantages divers;6414;Rémunérations du personnel - Indemnités et avantages divers;012;;587100;0
Pompes Funèbres;Dépense;Ordre;Fonctionnement;M4x;042;Opérations d'ordre de transfert entre sections;6811;Dotations aux amortissements, aux dépréciations et aux provisions Charges d'exploitation - Dotations aux amortissements sur immobilisations incorporelles et corporelles;6811;Dotations aux amortissements, aux dépréciations et aux provisions Charges d'exploitation - Dotations aux amortissements sur immobilisations incorporelles et corporelles;68;;29270;0
Pompes Funèbres;Dépense;Réel;Fonctionnement;M4x;011;Charges à caractère général;6256;Déplacements, missions et réceptions - Missions;6256;Déplacements, missions et réceptions - Missions;011;;500;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;011;Charges à caractère général;6236;Catalogues et imprimés;313;Théâtres;011;Ch. à caract. gén.;335000;0
Budget principal VT;Recette;Ordre;Investissement;M14V;040;Opérations d'ordre de transfert entre sections;28152;Amortissements des installations de voirie;01;Opération non ventilable;28;Amort. des immobilisations;2033464;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60632;Fournitures de petit équipement;422;Autres activités pour les jeunes;011;Ch. à caract. gén.;86200;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;61523;Entretien et réparations des voies et réseaux;823;Espaces verts urbains;011;Ch. à caract. gén.;1503276;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;023;Information, communication, publicité;011;Ch. à caract. gén.;6000;0
Théâtre Orchestre du Capitole;Dépense;Réel;Fonctionnement;M14;011;Charges à caractère général;60613;Chauffage urbain;313;Théâtres;011;Ch. à caract. gén.;97820;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6288;Autres services extérieurs;311;Expression musicale, lyrique et chorégraphique;011;Ch. à caract. gén.;1000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;60632;Fournitures de petit équipement;40;Services communs;011;Ch. à caract. gén.;170740;0
Budget principal VT;Recette;Réel;Fonctionnement;M14V;74;Dotations, subventions et participations;7473;Participations des Départements;814;Eclairage public;74;Dotations, subv.;20000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6233;Foires et expositions;048;Autres actions de coopération décentralisée;011;Ch. à caract. gén.;45000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6251;Voyages et déplacements;422;Autres activités pour les jeunes;011;Ch. à caract. gén.;3200;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;6135;Locations mobilières;510;Services communs;011;Ch. à caract. gén.;117000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;520;Services communs;012;Ch.de pers., frais ass.;670475;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;6336;Cotisation au centre national et aux centres de gestion de la fonction publique territoriale;211;Ecoles maternelles;012;Ch.de pers., frais ass.;239443;0
Budget principal VT;Dépense;Réel;Investissement;M14V;23;Immobilisations en cours;2315;Installations, matériel et outillage techniques en cours;524;Autres services;23;Travaux en cours;290000;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;012;Charges de personnel et frais assimilés;64118;Autres indemnités;823;Espaces verts urbains;012;Ch.de pers., frais ass.;2668847;0
Budget principal VT;Dépense;Réel;Fonctionnement;M14V;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;020;Administration générale de la collectivité;011;Ch. à caract. gén.;125000;0
